SubjectID	Sex	Ethnicity	Age	Raised	Nearest city	II.1	II.2	II.3	II.3a	II.3b	II.4	II.5	II.5a	II.6	II.7	III.1	III.2	III.3	III.4	III.5	III.6	III.7	III.8	III.9	III.10
596	m	Hispanic	20	Miami,fL	Miami,fL	f	s	s	no	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
597	f	White/European	18	Mt. Airy, Maryland	Washington,dC	f	s	s	no	s	w	2	no	b	d	y	y	n	y	n	y	n	y	y	n
598	f	Black Caribbean	19	Norcross,georgia	Atlanta,gA	2	s	s		s	w	2	not really	p	s	n	n	y	y	n	y	n	n	y	n
599	f	white	18	Livonia MI	Detroit MI	2	s	s		sandwich	w	2	icing is hard; frosting is soft	b	d	n	y	n	y	n	n	n	n	y	n
600	m	African-American	18	Nashville, TN	Memphis, TN	f	s	s		s	w	i		b	d	y	y	n	y	y	y	n	n	y	n
601	m	white	18	Atlantic Highlands, NJ	New York City, NY	l	s	2 (r,s)	no	s	w	i		b	d	n	n	y	y	n	n	n	n	n	n
602	f	South Asian	20	Sugar Land, TX	Houston, TX	f	s	2 (p,s)	A po’boy is cajun whereas as a sub is a long sandwich	s	2 (d,w)	2	no	b	d	y	y	n	y	n	y	n	n	y	n
603	m	white	18	Swarthmore,pA	Philadelphia,pA	f	s	h		h	w	2	no	b	d	y	y	y	y	n	n	n	n	y	n
604	f	white	20	Harrisburg,pA	Philadelphia,pA	l	2 (p,s)	2 (h,s)	no	s	w	2	icing is the glaze,but frosting is more of a fluffy buttercream used to decorate cakes,cupcakes, etc.	b	2	y	y	y	n	n	y	n	n	y	n
605	m	white	18	Pennsylvania	Philadelphia,pA	2	s	h		h	w	2	not really	b	d	n	n	y	y	n	n	n	n	y	n
606	m	white	18	Philadelphia,pA	Philadelphia,pA	l	s	h		h	w	i		b	d	y	n	y	y	n	n	n	y	n	n
607	f	asian	20	Houston, TX	Houston, TX	f	s	s		sandwich	w	2	frosting is puffier	b	d	y	y	n	y	n	y	n	n	y	n
608	m	white (irish/italian)	23	Harrisburg,pA	Philadelphia,pA	2	s	2 (g,h,s)	Yes, a grinder should be hot and a hoagie cold. A sub can go either way.	s	w	i		b	d	n	n	y	n	n	n	n	n	y	n
609	f	white	20	Orlando,fL	Orlando	f	s	z (h)	no	s	w	2	Frosting is thicker	b	d	y	y	n	y	n	y	n	n	y	n
610	m	white	25	San Francisco,cA	San Francisco	f	s	z (g)		s	w	f		b	d	y	y	y	n	n	y	n	n	y	n
611			24	Suffolk, VA and Charlestown,sC		2	2 (p,s)	z (o)			w	2	no	b	2	y	y	y	n	n	y	n	n	y	n
612	f	white	25	Niagra Falls, NY	Buffalo	f	p	s		s	2 (w,d)	f		b	d	n	y	n	y	n	n	n	n	y	n
613	f	white	21	Chicago, IL	Chicago	l	p	z (r) 		s	w	f		p	d	y	y	y	y	y	y	n	n	y	n
614		white	20	San Diego,cA and Clarks Summit,pA		2	s	h		h	w	2	frosting is usually the whole cake, icing is decorative	b	d	y	y	y	y	n	y	n	n	y	n
615	f	white	25	Darien, IL	Chicago	f	p	z (p,h)	Hoagie and sub are basically the same. Po'boy has specific foods on it.	s	w	f		b	d	y	y	y	n	n	n	n	y	y	n
616	f	white	21	Durham, NH	Boston	f	s	z (o)	subs are always in long rolls,sandwhiches are two flat pieces of bread	s	w	f		b	d	y	y	y	y	n	n	n	n	y	n
617	f	white	52	Medford Lakes, NJ	Philadelphia	l	s	h		h	w	i		b	d	n	n	y	y	n	n	n	n	n	n
618	f	white	19	Harrison, Arkansas	Branson	l	p	z (p)	not that I'm aware of,but probably	p	w	i		b	d	y	n	y	y	n	y	n	n	y	n
619	m	white	24	Menomonee Falls,wI	Milwaukee	f	s	s		s	b	2	no	b	2	n	y	n	y	n	n	n	n	y	n
620	f	white	19	Saint Louis, MO	Saint Louis	2	s	z (p,h)	they're all specific and different types to me	sandwich	2 (d,w)	2	yes,frosting is thicker like buttercream and icing is thinner	b	d	n	y	y	y	n	n	n	n	y	n
621	m	white	21	Haddonfield, NJ	Philadelphia	l	s	z (h)	hoagies r cold,,subs are generic eg: meatball sub NOT hoagie	h	w	i		b	d	n	n	y	y	n	n	n	n	n	n
622	f	white	18	Goleta,cA and Santa Barbara,cA	Los Angeles	f	s	s		s	w	2	yes, icing is thin and more like a glaze whereas frosting is thicker	b	d	y	y	n	y	n	y	n	n	y	n
623	m	white/asian-american	20	Worthington,oH	Columbus	l	p	s		s	w	i		b	d	n	y	n	y	n	n	n	n	y	n
624	f	white	26	Brandon,sD and Omaha, NE	Chicago	l	2 (p,s)	z (p,g)	I'm not sure if this is a geolinguistic thing,but more using different words to describe a specific type of sandwich coming from a specific region. 	sandwich	w	2	Frosting is an all over thing, icing is used in a more intricate detailed way	b	d	y	y	n	y	n	y	n	n	y	n
625	m	white	24	Weymouth, MA and Bridgewater, MA	Boston	f	s	s		s	2 (w,b)	f		b	2	y	n	y	n	n	y	n	n	n	n
626	m	asian/pacific islander	27	Illinois	Chicago	l	2 (p,s)	z (h)		s	w	2		b	d	y	y	y	y	n	y	n	n	y	n
627	m	white	24	New Rochelle, NY	New York City	f	s	z (r) 	no	s	w	2	yes	b	2	n	n	y	y	n	n	n	n	n	n
628	f	black	24	Soddy Daisy, TN	Chattanooga	l	2 (c,o)	s		s	w	i		b	d	y	y	y	y	y	y	n	n	y	y
629	f	chinese	20	Minneapolis, MN	Minneapolis	f	2 (p,s)	s	*I just wanted to note that hot subs are just like... "toasted" or something.	s	w	2	frsoting is like what goes on a cupcake,but icing is more like a glaze	b	d	y	y	n	y	n	y	n	n	y	n
630	f	black	21	Huntsville, AL	Birmingham	l	2 (s,c)	z (p)	Po'boys usually have seafood	s	w	i		b	d	y	y	n	y	y		n	y	y	n
631	m	white	56	Medford, NJ	Philadelphia	l	s	h		h	w	i		b	d	n	y	y	y	y	n	y	n	y	n
632	f	white	21	Richmond, VT	Burlington, VT	f	s	s		s	w	2		b	d	y	y	y	y	n	y	n	n	y	n
633	f	chinese	19	Morris Plains NJ	New York City	f	s	z (h)	sub is cold	s	w	2		b	d	y	n	y	y	n	y	n	n	n	n
634	f	white	19	Ridgewood, NJ	New York City	f	s	s		s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
635	f	white	21	Bolton and Jericho VT	Burlington,VT	f	s	s		s	w	f		b	d	y	y	y	y	n	y	n	n	y	n
636	f	caucasian	19	Fort Lee, NJ (Bergen County)	NYC	f	s	z (h)	no	r	w	2	no	b	d	n	n	y	y	n	n	n	n	n	n
637	f	asian	19	Jasper, Alberta and Vancouver,british Columbia	Vancouver,bC; Edmonton, AB; Calgary, AB	f	p	s		s	w	2	The viscosity of the substance that is put on the cake	2	2	y	y	n	y	n	y	n	n	y	n
638	m	white	19	Lethbridge, Alberta,canada	Calgary, Alberta	f	p	s		s	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
639	f	white	20	Levittown,pA (a suburb of philly in lower bucks county)	Philadelphia and Trenton	l	s	z (h)	no difference	h	w	i		b	d	n	n	y	y	n	n	n	n	y	n
640	f	white	21	Port Washington, NY	 New York	f	s	s		s	w	f`		b	d	y	n	y	y	n	y	n	n	y	n
641	f	white	23	Richmond, Vermont	Montreal or Burlington	f	s	z (g)	a sub is on a long roll	f	w	2	frosting covers the cake, icing is for writing/decorating	b	d	y	n	y	y	n	y	n	n	y	n
642	f	white	21	Jericho, Vermont	Burlington,VT	f	s	s		s	w	2	Icing is thinner,frosting is thick	b	d	y	y	y	y	n	y	n	n	y	n
643	f	white	19	Rye Brook, NY	New York City	f	s	s		s	w	2	Icing is decorative,frosting is for the whole cake	b	d	n	n	y	y	n	n	n	n	n	n
644	f	White	20	Boston until I was 5 and then Portland, Maine	Boston is near Boston and Portland is near Boston or Portland.	2	s	s		s	2 (d w)	2	Not one that I could define. Maybe frosting is thicker and less smooth?	b	2	y	y	y	y	n	y	n	n	y	n
645	f	White	19	Wellington,fl North Hero, Vt	West Palm Beach Montreal	f	s	s		g	w	2	It depends on what type of frosting or icing it is,what its made of and how it's used.	b	d	y	y	y	y	n	y	n	n	y	n
646	f	Caucasian	21	Huntington, Vermont	Boston or New York City	f	s	2 (s,g,h)	Hoagie is hot	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
647	f	white	19	Scarsdale, NY	New York City	f	s	s		s	w	f		b	d	y	n	y	n	n	y	n	n	n	n
648	f	White	20	Richmond, Vermont	Burlington And then I would say "I actually live closer to Montreal than I do to Boston"	l	s	z (g)	No	s	w	f		b	d	y	y	n	y	n	y	n	n	y	n
649	f	White	19	Bow, NH	Boston, MA	f	s	s		s	w	2	Frosting is the base, icing is used for decorations (on top of frosting)	b	s	y	n	y	y	n	y	n	n	y	n
650	f	Asian (Filipino)	19	St. Charles, MO and O'Fallon, MO	St. Louis, MO	2	2 (f,s)	s		s	2 (d,w)	2	I never thought so...	b	d	y	y	n	y	n	y	n	n	y	n
651	f	Caucasian	21	Manchester,cT	Halfway between Boston and New York	f	s	z (g)	No	g	w	2	Frosting is the bulk of the decorating, icing is for details and thinner in consistency	b	d	y	y	y	n	n	y	n	n	y	n
652	m	White	22	Sudbury, Massachusetts	Boston	f	s	s		o	w	2	No.	b	d	y	y	y	y	y	y	y	y	y	y
653	f	Caucasian	20	Omaha, NE	Lincoln is an hour south west	2	p	s		s	w	2	No	p	d	y	y	n	y	n	y	n	n	y	n
654	f	Caucasian	19	Philadelphia,pennsylvania	It's only a few hours away from New York.	l	s	h		h	w	f		b	d	y	y	n	y	n	n	n	n	y	n
655	f	Caucasian	21	Snohomish,wA	Seattle	f	2 (p,f,s)	s		s	2 (d,w)	2	icing is thinner than frosting	b	d	y	y	n	y	n	y	n	n	y	n
656	f	White	22	Melrose, MA	Boston, MA	f	s	s		s	w	2	Frosting covers the whole cake, icing is just for the details.	b	d	y	n	y	y	n	y	n	n	y	n
657	m	Caucasian	20	Stowe,VT	About an hour away from Burlington, VT, and if you don't know that we'll go with 4 hours from Boston.	f	s	s		s	w	i		b	d	y	y	n	y	n	y	n	n	y	n
658	f	White	25	Salt Lake City Utah	Salt lake city	2	2 (f,s)	s		s	2 (d,w)	2	No - but icing sounds fancier	b	2	y	y	n	y	n	y	n	n	y	n
659	f	White	20	Jericho, Vermont	Burlington, Vermont	f	s	s		s	d	2	Frosting is thicker than icing	b	2	y	y	y	n	n	y	n	n	y	n
660	f	White	19	Suburbs of Boston (Newton area)	Boston	f	s	s		s	w	2	Not really, I use frosting more but people definitely used icing around me too	b	2	y	y	y	y	n	y	n	n	y	n
661	f	White	20	Westboro, Massachusetts	Boston	f	s	z (g)	Grinder is cold cuts,sub is hot	z (g)	b	2	Frosting is thick, icing is more like what's on a cinnamon bun	b	d	y	n	y	y	n	y	n	n	y	n
662	m	White	25	Evansville, Indiana	St Louis, Indianapolis, Nashville, Louisville	l	c	4 (r,p,h,s)	No	s	w	2	No	b	d	y	y	y	y	n	y	n	n	y	n
663	m	Caucasian	20	Underhill, Vermont	2-3 hours south of Montreal,or 4-5 hours north of New York City	f	2 (f,s)	z (g)	Interchangeable	s	2 (d,w)	f		b	d	y	y	y	n	n	y	n	n	y	n
664	f	Hispanic	20	Crookston, MN	Minneapolis	f	p	s		s	w	f		b	d	y	y	n	y	n	y	n	n	y	n
665	f	White	20	New York	New York City	l	s	h		o	w	2	No	b	d	n	n	y	y	n	n	y	n	n	n
666	f	White	20	Burlington Vermont	Montreal / Boston / New York	f	s	s		s	w	2	not really	b	d	y	y	y	y	n	y	n	n	y	n
667	f	Caucasian	22	Richmond, VT	Burlington and/or Boston	f	s	z (g)	A sub is usually longer.	s	w	2	Icing is thinner and used on bundt cakes.	b	d	y	y	y	y	n	y	n	n	y	n
668	f	Caucasian	19	Langhorne,pA	Philadelphia	l	s	h		h	w	2	Nope	b	d	n	n	y	y	n	n	n	n	y	n
669	f	Jewish	59	Newark, NJ Maplewood, NJ Short Hills, NJ	Newark, NJ or New York City	l	s	z (g)	no	g	w	2	no	b	d	n	n	y	y	n	n	n	n	n	n
670	f	white	20	clay city, ky	lexington, ky then if they did not recognize lexington i would say louisville, ky then if they did not recognize louisville i would give up all hope and mention a joke about kfc or something	l	p	s		o	w	i		b	s	y	y	y	y	n	y	n	y	y	n
671	f	Caucasian	19	Concord,california	San Francisco	f	s	o		o	d	2	Icing is for a fancy cake like a wedding cake,but frosting is for like a family member's birthday cake and it's a lot goopier and creamier than icing (because icing gets that hard top layer).	b	d	y	y	n	y	n	y	n	n	y	n
672	f	Caucasian	22	Vermont	Boston, MA	l	s	z (g)		g	w	2	no	b	2	y	y	n	y	n	y	n	n	y	n
673	f	White	20	Jericho, VT	In the US I would say it's outside of Burlington. When I was abroad I tended to say "next to New York, above Boston,but below Canada"	2	s	s	I tend to use firefly and lightning bug interchangeably	g	w	2	Icing is a thin glaze made with just powdered sugar and a liquid,frosting is a dense topping like buttercream	b	d	y	y	y	y	n	n	n	n	y	n
674	f	Caucasian	19	Queens, New York	New York City	f	s	z (r)	Hero is hot,sub is cold	s	w	2		b	d	y	y	y	y	n	y	n	n	n	n
675	neutral	white	22	Leominster MA,fitchburg MA,worcester MA,holden MA	Worcester or Boston	f	s	z (g)		s	2 (w,b)	2		b	d	y	n	y	n	n	y	n	n	n	n
676	f	White	17	Hanover, New Hampshire	Boston	f	s	2 (s,g,r)	No	s	w	2	No	b	d	y	y	y	y	n	y	n	n	y	n
677	f	White & hispanic	19	Pa	Philadelphia	l	s	z (h)	Hoagie is smaller :)	h	w	2	Icing is for detail work,frosting is the covering :)	b	d	n	y	y	n	n	y	n	n	y	n
678	f	Caucasian	19	Elizabethtown,pA	Lancaster county,hershey PA or Philadelphia	f	s	h		h	w	i		b	d	y	y	y	n	n	n	n	y	y	n
679	f	white, non-hispanic	19	North Andover, MA	Boston, MA	2	s	h		s	b	f		b	d	y	y	y	n	n	y	n	y	y	n
680	f	White	19	Stoughton, MA	Boston	f	s	s		o	w	2	No	b	d	y	n	y	y	n	y	n	n	n	n
681	f	White	21	Vermont	New York City	2	s	s		o	w	2	No	b	d	y	y	n	y	n	y	n	n	y	n
682	f	White	20	Boston, MA  Chicago, IL	Most people know Chicago. I would remind them about Michael Jordan and the Bulls if they didn't. It's not near any other famous city so I'd say it's just in the middle	f	s	s		o	w	f		b	d	y	y	n	y	n	y	n	n	y	n
683	f	American	20	West Bomton, Vermont	I say it's between Canada and NYC	f	s	s	Sub is on a long bread, almost like a baguette.	o	w	2	Frosting covers the cake, icing decorates it	b	d	y	n	y	y	n	y	n	n	n	n
684	m	Asian	19	Macomb, Michigan	Detroit, Michigan	2	p	s		s	2 (d,w)	2		b	d	y	y	n	y	n	y	n	n	y	n
685	f	Greek Irish Italian	20	Haverhill,ma	Boston	f	2 (s,c)	s		s	w	2	No	b	2	y	y	y	n	n	y	y	n	n	n
686	f	White	10	Woodbridge,cT	New Haven	f	s	z (g)	Yes	s	w	2	Yes	b	d	n	y	n	y	n	n	n	n	y	n
687	f	white	17	-Watertown, MA	Boston	f	s	s		s	w	f		b	d	y	y	y	y	n	y	n	n	y	n
688	f	White	21	Burlington, VT	3 hours from Boston, 2 hours south of Montreal ...it's kinda what's around	f	s	s		o	w	f		b	d	y	y	y	y	n	y	n	n	y	n
689	f	Jewish	24	Worcester, Massachusetts	Boston	f	s	g		g	b	f		b	d	y	n	y	y	n	y	n	n	n	n
690	m	white	17	Voorheesville, NY	Albany, NY	f	s	s	NA	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
691	m	white	24	Delmar, NY & Voorheesville, NY	Albany, NY	f	s	s	NA	s	w	2	no	b	2	y	y	y	n	n	y	n	n	y	n
692	m	white	24	Delmar, NY & Voorheesville, NY	Albany, NY	f	s	s	NA	s,sandwich 	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
693	f	white	18	Voorheesville, NY	Albany, NY	f	s	s	NA	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
694	f	white	18	Slingerlands, NY	Albany, NY	f	s	s	NA	s	w	2	no	b	d	y	n	y	y	n	y	n	n	y	n
695	f	white	53	Cote Saint-Luc, Quebec	Montreal, Quebec	f	s	s	NA	s	w	i	NA	b	d	y	n	n	y	n	y	n	n	y	n
696	m	white	22	Toronto,ontario	Toronto,ontario	f	s	s	NA	s	w	i	NA	b	d	y	n	n	n	n	y	n	n	y	n
697	f	white	54	Cote Saint-Luc, Quebec	Montreal, Quebec	f	2 (s,f)	s	NA	s	w	i	NA	b	d	y	n	n	y	n	y	n	n	y	n
698	f	white	39	Richmond Hill,ontario	Toronto,ontario	f	s	n/a	NA	sandwich	w	i	NA	b	d	y	n	n	y	n	y	n	n	y	n
699	m	white	56	montreal, Quebec	montreal, Quebec	f	s	s	NA	s,sandwich 	w	i	NA	b	d	y	y	n	y	n	y	n	n	y	n
700	f	white	19	Natick, MA	Boston, MA	f	s	S	NA	s	w	2	Frosting is the main part that you put all over the cake and icing is used to make decorations on the cake	b	d	y	y	y	n	n	y	n	n	y	n
701	f	white	19	Swampscott, MA	Boston, MA	f	s	z (p) 	po'boy:fried; sub:cold	s	b	2	frosting is soft and icing is hard and thin	b	d	y	n	y	y	n	y	n	n	y	n
702	m	white	18	Newtown,cT	New York, NY	f	s	s	NA	s	w	2	no	b	d	n	y	y	y	n	n	n	n	y	n
703	m	white	20	Simsbury,cT	Boston, MA	l	s	g	NA	g	w	f	NA	p	d	y	y	n	y	n	y	n	n	y	n
704	f	white	18	Norwell, MA	Boston, MA	f	s	s	NA	s	w	f	NA	b	d	y	y	y	y	n	y	n	n	y	n
705	m	White	18	Kirtland,oH	Cleveland,oH	l	p	No		S	d	f		b	d	N	Y	Y	N	N	N	N	N	Y	N
706	m	Hispanic/Latino	18	Naples,fL	Fort Myers,fL	f	s	S			w	2	no	b	d	Y	Y	Y	Y	N	Y	N	N	Y	N
707	f	Asian	19	Kennett Square,pA	Philadelphia,pA	f	s	H			w	i		b	d	Y	Y	Y	Y	N	Y	N	N	Y	N
708	f 	White	18	Princeton, NJ	New York, NY	f	s	Z (h,r)	Hoagies are for Greek food. Otherwise, no difference)	H	w	i		b	d	Y	Y	Y	N	N	Y	N	N	Y	N
709	m	Asian	21	Chesterfield, MO	St. Louis, MO	f	s	S			2 (d,w)	i		b	d	N	Y	N	Y	N	N	N	N	Y	N
710	m	White	18	Streamwood, IL	Chicago, IL	f	s	S			2 (d,w)	2	No	b	s	Y	Y	N	Y	N	Y	N	N	Y	N
711	m	White	18	Ramsey, MN	Minneapolis, MN	f	p	S			w	2	No	b	d	Y	Y	N	Y	N	Y	N	N	Y	N
712	f	White	18	Philadelphia,pA	Philadelphia,pa	2	s	Z (h)	Hoagie is not from Subway,sub is from Subway	H	w	2	Icing is store bought,frosting is homemade	b	d	Y	Y	N	Y	N	Y	N	N	Y	N
713	m	White	18	Los Angeles,cA	Los Angeles,cA	f	s	No			w	2	No	b	d	Y	Y	N	Y	N	Y	N	N	Y	N
714	m	White	18	Clark's Summit,pa	Scranton,pa	l	s	H			w	i		b	d	N	Y	Y	Y	N	N	N	N	Y	N
715	m	White	19	Clark's Summit,pA	Scranton,pA	f	s	H			w	i		b	d	Y	Y	Y	Y	N	Y	N	N	Y	N
716	m	Asian	18	Livingston, NJ	New York, New York	f	s	S			w	i		b	d	Y	Y	N	Y	N	Y	N	N	Y	N
717	m	White	19	Seattle,wA	Seattle,wA	f	s	n/a			w	2	No	b	d	Y	Y	Y	Y	N	Y	N	N	Y	N
718	f	White	54	Queens, NY	New York, NY	l	s	R			w	f		2	d	N	N	N	Y	N	N	N	N	N	N
719	m	White	56	Brooklyn, NY	New York, NY	l	s	z (r,h)	No distinctions	R	w	2	No	p	d	Y	N	Y	Y	N	N	N	N	Y	N
720	f	White	22	Middletown, NJ	New York, NY	l	s	S			w	f		b	d	N	N	Y	Y	N	Y	N	N	N	N
721	f	Asian	18	Pearland, TX	Houston, TX	f	s	S			w	2	Frosting is for cupcakes, icing on cake	b	d	Y	Y	N	Y	N	Y	N	N	Y	N
722	f	White	20	San Diego,cA	San Diego,cA	f	s	No			2 (d,w)	f		b	d	Y	Y	N	Y	N	Y	N	N	Y	N
723	m	White	22	West Hartford,cT	Hartford,cT	f	s	Z (g,h)	No distinctions	S	w	f		2	d	Y	Y	Y	Y	N	Y	N	N	Y	N
724	f	White	33	Williamsport,pA	Harrisburg,pA	l	s	Z (g,h)	Hoagie is same as Sub but Grinder is a toasted Sub	S	w	i		b	s	Y	Y	N	Y	N	Y	N	N	Y	N
725	f	White/Asian	18	Toronto,ontario,canada	Toronto,ontario,canada	f	f	S			w	2	No	b	d	Y	Y	N	Y	N	Y	N	N	Y	N
726	f	white	28	State College	Pittsburgh	f	s	z (h)	no	h	w	2	no	p	2	y	y	n	y	n	y	n	n	y	n
727	f	white	21	Philadelphia	Philadelphia	2	2 (f,s)	z (h)	no	h	2 (d,w)	2	no	b	d	y	n	y	y	n	n	y	y	n	n
728	f	white	56	Philadelphia	Philadelphia	2	2 (p,f,s)	z (r,g,h)	yes	h	w	i		b	2	y	n	y	y	n	n	y	y	n	n
729	m	white	47	philadelphia	Philadelphia	l	2 (f,s)	z (h)	no	h	w	i		b	d	n	n	y	y	n	n	y	n	n	n
730	f	colombian	20	Bogota,colombia and NYC	NYC	f	s	o		sandwich	w	2	no	b	d	y	y	n	n	n	y	y	y	y	n
731	f	white	20	philadelphia	NYC	2	s	h		h	w	2	no	b	d	n	n	y	y	n	n	n	n	n	n
732	f	white	52	philadelphia	Philadelphia	l	s	h		h	w	i		b	d	n	n	y	n	n	n	y	n	n	n
733	f	white	53	philadelphia	Between Washington and New York	l	s	z (h)	yes	2 (p,h)	w	i		b	d	n	n	y	y	n	n	y	n	n	n
734	f	white	20	philadelphia	Philadelphia	2	s	z (h)	no	h	w	2	no	b	d	n	y	y	y	n	n	n	n	y	n
735	f	white	21	Surrey,british Columbia (Canada)	Vancouver	2	p	s		s 	w	2	no	b	d	y	y	y	n	n	y	n	n	y	n
736	f	white	62	Broomall,pA	Philadelphia	l	s	h		h	w	i		b	d	n	n	y	n	n	n	y	y	n	n
737	f	white	21	Daisy,georgia (until 11), Taledo,ohio (12-onward)	Atlanta; Detroit	l	p	z (h)	no	2 (p,s)	w	i		b	d	y	y	y	y	n	y	n	n	y	n
738	f	white	21	philadelphia	p	l	s	h		h	w	2	no	b	d	n	y	y	n	y	y	n	n	y	n
739	f	white	68	philadelphia	New York	l	s	z (p,g,h)	yes	h	o	2	Icing is the letters or design and frosting is the rest!	b	d	n	n	y	n	n	n	y	n	n	n
740	f	white	66	philadelphia	Philadelphia	l	s	h		h	w	i		b	s	n	n	y	n	n	n	y	n	n	n
741	f	white	40	philadelphia	NYC	l	s	h		h	w	i		b	d	n	n	y	n	n	n	y	n	y	n
742	f	white	21	Morris Township, NJ and Randolph, NJ	New York	f	s	z (h)	no	s	w	2	no	b	d	y	n	y	y	n	n	n	n	n	n
743	f	white	19	philadelphia	Philadelphia	l	s	z (g,h)	yes	h	w	i		b	d	n	n	y	y	n	n	y	y	n	n
744	f	asian	20	Brooklyn, NYC	NYC	f	s	z (h)	yes	s	w	2		b	d	y	n	y	y	n	y	n	y	y	n
745	f	asian	20	Flushing, NY	NYC	2	2 (f,s)	z (r,h)	no	s	w	2	no	2	d	y	n	y	n	n	y	n	n	n	n
746	f	white	77	philadelphia	Philadelphia	l	s	h		h	d	i		b	s	n	n	y	y	n	y	y	n	n	n
747	m	white	20	Cherry Hill, NJ	Philadelphia	l	s	h	no	h	w	2	Frosting is the base,spread over the cake, icing is more decorative,put on top 	b	d	n	n	y	y	n	n	n	n	n	n
748	f	white	21	philadelphia	Philadelphia	l	s	h		h	w	f		b	d	n	n	y	y	n	n	n	n	n	n
749	f	white	20	philadelphia	Philadelphia	l	s	h		h	w	2	no	b	d	n	n	y	y	n	n	n	n	n	n
750	f	white	20	philadelphia	NYC	f	s	z (h)	no	h	w	i		b	d	n	n	y	y	n	n	n	n	n	n
751	f	asian	20	Fairfax, VA	Washington,dC	f	s	s	n/a	sandwich	w	2	not particularly	b	d	y	y	y	n	n	y	n	n	y	n
752	f	hispanic	21	Queens, NY	New York City	f	s	r	n/a	r	w	2	icing is thinner than frosting	b	d	y	n	y	y	n	y	n	n	n	n
753	f	white	21	Blue Bell,pA	Philadelphia	l	s	h	n/a	h	w	i	n/a	b	d	n	n	y	y	n	y	n	n	n	n
754	f	chinese	20	Ottawa,ontario	Toronto	f	p	s	n/a	sandwich	w	i	n/a	b	d	y	y	n	y	n	y	n	n	y	n
755	f	white	21	North Branford,cT	New York City	2	s	z (g)	no	s	w	f	n/a	b	2	n	y	y	y	n	n	n	n	y	n
756	f	chinese	20	Irvine,california	Irvine	f	s	z (h)	no	s	2 (d,w)	2	no	2	d	y	y	y	y	n	y	n	n	y	n
757	f	white	20	Bronx, New York	New York City	f	s	z (r) 	yes, a hero is a sandwich made of coldcults (so a cold sandwich) and a sub is a sandwich that utilizes hot ingredients like meatballs, etc.	s	w	f	n/a	b	d	y	n	n	y	n	y	n	n	n	n
758	f	chinese	22	Washington,dC	Washington,dC	f	2 (s,p)	z (h)	no difference	s	w	2	no	b	d	y	y	n	n	n	y	n	n	y	n
759	m	caucasian	21	Whitefish Bay,wisconsin	Chicago	f	s	s	n/a	s	b	2	frosting is thicker and heavier than icing	b	d	y	y	n	y	n	y	n	n	y	n
760	m	chinese	21	(1) Rochester, NY (2) Rocky Hill,cT	(1) Niagara Falls (2) Hartford	f	s	z (g)	no	s	w	2	no	b	d	n	y	y	y	n	n	n	n	y	n
761	m	white	25	Westfield, NJ	New York City	f	s	s	n/a	s	w	2	no	b	d	y	y	n	y	n	n	n	n	y	n
762	f	indian	20	North Carolina,cary	Duke and UNC	f	s	s	n/a	s	w	2	no	b	d	y	y	n	n	n	y	n	n	y	n
763	f	white	23	Pittsburg	Philadelphia	l	p	h	n/a	h	w	i	n/a	b	d	y	y	y	y	n	y	n	n	y	n
764	m	latino	22	Oklahoma	Tulsa	l	p	z (h)	n/a	s	w	2	n/a	b	d	y	y	n	y	n	y	n	y	y	n
765	m	white	20	Texas	Houston	2	2 (s,p)	z (p)	poboys cold and made with shrimp	s	w	i	n/a	b	d	y	y	y	y	y	y	n	n	y	n
766	f	asian american	19	Dallas, Texas	Dallas,houston,san Antonio	2	2 (s,p)	s	n/a	s	2 (d,w)	2	frosting is usually white and icing is colorful	b	d	y	y	y	y	n	n	n	n	y	n
767	m	white	22	Philadelphia,pA	New York City	2	s	h	n/a	h	w	2	no	b	d	n	n	y	y	y	n	n	n	n	n
768	m	asian	21	Philadelphia,pA	Harrisburg	2	f	h	n/a	h	w	2	no	b	d	n	y	y	y	n	n	n	n	y	n
769	f	asian american	20	Rancho Palos Verdes,cA (in Los Angeles county)	Los Angeles	f	s	s	n/a	s	w	2	frosting is the thing that goes all around the cake, like the cream; icing is the actual decoration stuff - like if you wrote "happy birthday" on a cake	b	d	y	y	y	y	n	y	n	n	y	n
770	f	armenian	22	Upland,cA	Los Angeles,cA	f	s	z (h)	no difference	s	w	2	not really	b	d	y	y	n	y	n	y	n	n	y	n
771	f	white	2	Ridgefield,cT	New York City	f	s	z (h,g,r)	not really… grinder feels like it's usually hot whereas the other two can be but aren't necessarily hot	h	w	2	nope,synonymous	b	d	n	n	y	y	n	n	n	n	n	n
772	m	Anglo	64	Scranton,pA	Philadelphia	l	s	z (h)	no	h	w	i		b	d	y	y	n	y	n	y	n	n	y	n
773	f	white	21	Mercersburg,pA	In between Pittsburgh and Philadelphia	f	s	z (h)	no	s	w	2	no	b	d	y	y	y	y	n	y	n	n	y	n
774	f	white	22	Lexington, VA	Charlottesville	f	s	s		s	w	2	no	b	d	y	y	n	y	n	y	n	n	y	n
